category,title,company,location,work_model,salary_text,date_posted,company_size,h1b_sponsored,is_new_grad,qualifications,url
Software_Engineering,.Net Full Stack Development Analyst,Accenture,Hybrid,,$54900-$150400 /yr,2025-12-08,,,,"1. Minimum of 1 year of .Net full stack development experience 2. Bachelor's degree or equivalent (minimum 12 years work experience). If Associate’s Degree, must have equivalent minimum 6 years work experience",https://jobright.ai/jobs/info/6937b8721c1c2161c13f8762?utm_source=1100&utm_campaign=Software%20Engineering
Software_Engineering,Data Scientist,Baselayer,"San Francisco, CA",,$122K-$167K /yr,2025-12-08,51-100,,,"1. 1-3 years of experience in data science, working with Python and building data-driven models 2. Comfortable working with large-scale datasets and enjoy extracting meaningful insights from complex information 3. Strong foundation in statistics and machine learning, with particular interest in applying advanced techniques to real-world problems 4. Prioritize data integrity and ethical considerations, especially when working with sensitive information in regulated environments like KYC/KYB 5. Ke",https://jobright.ai/jobs/info/6937ad2d1c1c2161c13f7250?utm_source=1100&utm_campaign=Software%20Engineering
Software_Engineering,Firmware Engineer,Robust.AI,"San Carlos, CA",,$130000-$160000 /yr,2025-12-08,11-50,,,"1. Bachelor's degree in engineering, computer science or equivalent 2. 1-3 years of expertise in embedded software, proficient in C and C++ 3. Proficient experience with microcontrollers, preferably within the STM32 family 4. Familiarity with communication protocols such as USB, I2C, SPI, UART, RS485, etc 5. Proven track record in bare metal embedded systems ...",https://jobright.ai/jobs/info/6937a90f1c1c2161c13f6f82?utm_source=1100&utm_campaign=Software%20Engineering
Software_Engineering,Machine Learning Engineer,Baselayer,"San Francisco, CA",,$150000-$225000 /yr,2025-12-08,51-100,,,"1. 1-3 years of experience in machine learning development, working with Python and building ML models 2. Comfortable working with large-scale data and enjoy optimizing performance for computationally intensive ML systems 3. Strong foundation in AI/ML fundamentals, particularly with LLMs, and are eager to experiment with emerging techniques 4. Prioritize responsible AI practices and model governance, especially in regulated environments like KYC/KYB 5. Keen eye for detail and take pride in writi",https://jobright.ai/jobs/info/6937a6931c1c2161c13f6e0d?utm_source=1100&utm_campaign=Software%20Engineering
Software_Engineering,Data Engineer / ETL Support Specialist.,Cognizant,Hybrid,,$62400-$100000 /yr,2025-12-08,,,,"1. Hands-on experience with Informatica PowerCenter (support, monitoring, troubleshooting, ETL Development, Code deployment). 2. Strong proficiency in SQL Server (query optimization, stored procedures, indexing). 3. Experience with Snowflake data warehouse (ETL, performance tuning). 4. Familiarity with Azure cloud services. 5. Knowledge of DevOps tools and automation (Automate file transfers, compression (zip/unzip), scripts, and secure file movement using MoveIt and related tools). ...",https://jobright.ai/jobs/info/69378e7a1c1c2161c13f5b23?utm_source=1100&utm_campaign=Software%20Engineering
Software_Engineering,"Research Scientist, Embodied and Agentic AI - New College Grad 2026",NVIDIA,"US, CA, Santa Clara",,"$160,000-$258,750 /yr",2025-12-08,,,,"1. Graduating with a Ph.D. in Computer Science/Engineering, Electrical Engineering, etc., or have equivalent research experience. 2. Excellent knowledge of theory and practice of computer vision, LLMs, and agents. 3. Excellent programming skills in some rapid prototyping environment such as Python; C++ and parallel programming (e.g., CUDA) is a plus. 4. Knowledge of common machine learning frameworks, such as PyTorch. 5. Outstanding research track record. ...",https://jobright.ai/jobs/info/69379c6fa0dde7020e304aa9?utm_source=1100&utm_campaign=Software%20Engineering
Software_Engineering,"Software Development Engineer, SDA (New College Grad 2026)",Cadence,"Burlington, MA",,$87500-$162500 /yr,2025-12-08,,,,"1. New College Grad with MS in CS, CE, ECE, or equivalent. 2. The candidate should be passionate about learning new technologies. 3. The candidate should have good understanding in programming languages (C++/Java Script/Python/Graphics Rendering 2D and 3D). 4. Proven experience in past software development and coding projects in C++.",https://jobright.ai/jobs/info/69379ada1c1c2161c13f638d?utm_source=1100&utm_campaign=Software%20Engineering
Software_Engineering,Operations Associate,"Financial Services
FinTech","Multi Location Palo Alto, CA San Francisco Bay Area",,TabaPay,2025-12-08,11-50,,,"1. 1-3 years experience in a production environment 2. Knowledge of PCI/SOC compliance and security best practices. 3. Proficiency in scripting (e.g., Shell) for automation. 4. Strong programming skills in Python or Java or Go 5. Frontend experience with HTML, CSS, JavaScript. ...",https://jobright.ai/jobs/info/68b73ca1f4e41a61efd96d0b?utm_source=1100&utm_campaign=Software%20Engineering
Software_Engineering,Desktop Support Specialist I,"Epsilon, Inc.","Multi Location Phoenix, AZ Huron, SD Watertown, SD",,$21-$29 /hr,2025-12-08,,,,"1. All candidates must be a U.S. Citizen. 2. Must be able to pass federal background investigation and obtain a Public Trust. 3. Basic proficiency in current and future Microsoft Office and Windows versions. 4. Basic knowledge of Active Directory, Exchange, LDAP, and audio/video conferencing systems. 5. Basic troubleshooting and remote user support skills. ...",https://jobright.ai/jobs/info/69379919aabec14a727c9a68?utm_source=1100&utm_campaign=Software%20Engineering
Software_Engineering,Power BI Analyst,"Missouri, United States",Hybrid,,$81K-$145K /yr,2025-12-08,,,,1. Working knowledge of Power BI. 2. Strong analytical and communication skills. 3. Ability to work independently and in a team-oriented environment.,https://jobright.ai/jobs/info/693798cfaabec14a727c9a36?utm_source=1100&utm_campaign=Software%20Engineering
