category,title,company,location,work_model,salary_text,date_posted,company_size,h1b_sponsored,is_new_grad,qualifications,url
Data_Engineer,Data Engineer / ETL Support Specialist.,Cognizant,Hybrid,,$62400-$100000 /yr,2025-12-08,,,,"1. Hands-on experience with Informatica PowerCenter (support, monitoring, troubleshooting, ETL Development, Code deployment). 2. Strong proficiency in SQL Server (query optimization, stored procedures, indexing). 3. Experience with Snowflake data warehouse (ETL, performance tuning). 4. Familiarity with Azure cloud services. 5. Knowledge of DevOps tools and automation (Automate file transfers, compression (zip/unzip), scripts, and secure file movement using MoveIt and related tools). ...",https://jobright.ai/jobs/info/69378e7a1c1c2161c13f5b23?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Data Engineer,Zoox,Hybrid,,"$153,000-$241,000 /yr",2025-12-08,,,,"1. BS/MS degree in a technical field 2. Experience designing and building complex data infrastructure at scale 3. Advanced Structure Query Language (SQL) and data warehousing experience 4. Experience operating a workflow manager such as Airflow 5. Experience with large scale streaming platforms (e.g. Kafka, Kinesis), processing frameworks (e.g. Spark, Hadoop) and storage engines (e.g. HDFS, HBase)",https://jobright.ai/jobs/info/69379d861c1c2161c13f6511?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,"Associate, Data Engineer",BMO,"CAD90,000-CAD120,000 /yr",,"Banking
Crowdfunding",2025-12-08,,,,"1. Bachelor’s or Graduate degree in Engineering, Computer Science, Mathematics, Physics, or related quantitative discipline. 2. Strong programming skills in Python, Scala, or Java, with a passion for learning new technologies. 3. Expertise in distributed computing, stream processing, and application development using Spark and Kafka. 4. Proficiency in data modeling, database design, and ETL processes. 5. Experience deploying data solutions in cloud environments (AWS, Azure, GCP). ...",https://jobright.ai/jobs/info/69379b9aa0dde7020e304a87?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Robotics Data Infrastructure Engineer,Verne Robotics,Artificial Intelligence (AI),,$109990-$175000 /yr,2025-12-08,11-50,,,"1. B.S., M.S., Ph.D. in computer science or related fields. 2. Strong programming skills in Python (you write clean, efficient, production-ready code) 3. Strong experience in AWS 4. Systems engineering skills (networking, concurrency, performance) 5. At least 2 years of full-time work experience for candidates with a B.S. in related fields. 1 years of experience for M.S. or Ph.D. candidates.",https://jobright.ai/jobs/info/69378a641c1c2161c13f5864?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Data Operations Engineer,Catalist,Hybrid,,$56000-$63000 /yr,2025-12-08,51-100,,,,https://jobright.ai/jobs/info/6937410da0dde7020e300865?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,"Associate Data Engineer, Data Integration Services",EAB,Hybrid,,$60K-$80K /yr,2025-12-08,,,,"1. Bachelor’s degree or equivalent work experience 2. 0-1+ years’ experience extracting data from a variety of platforms, performing data mapping, data transformation, and loading data to the target system 3. Client facing experience implementing software solutions 4. Fluency in SQL skills 5. Experience managing multiple clients/projects/stakeholders simultaneously ...",https://jobright.ai/jobs/info/69375859a0dde7020e301999?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Clinical Data Management Specialist,Everest Clinical Research,Hybrid,,$45000-$70000 /yr,2025-12-08,501-1000,,,"1. A Bachelors’ or Masters’ degree in health and/or pharmaceutical sciences, physical/biological, or chemistry fields. 2. Education or experience must demonstrate the ability to work independently and to apply data management concepts, clinical trial data capture and management techniques, and logical and algebraic operations.",https://jobright.ai/jobs/info/6919d3f215b415636718768c?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,SQL Database Associate,MV Ventures,"Eagan, MN, US",,$18 /hr,2025-12-08,11-50,,,"1. Familiarity with Microsoft SQL Server and its management tools. 2. Demonstrate proficiency in writing SQL queries, with basic understanding of SELECT, INSERT, UPDATE, DELETE and different types of JOIN operations. 3. Basic knowledge of database management principles. 4. Ability to identify and troubleshoot common database issues. 5. Basic scripting skills with knowledge of scheduled tasks and scripting for routine maintenance. ...",https://jobright.ai/jobs/info/693692c81c1c2161c13edc13?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Enterprise Performance Analytics Engineer,Care Access,Hybrid,,$80000-$110000 /yr,2025-12-07,501-1000,,,"1. Proven analytical and organizational skills to meet deadlines in an environment of often-changing priorities, conceptual thinker comfortable with ambiguity 2. Proficiency in SQL and data warehousing concepts 3. Understanding of data modeling concepts 4. Exposure to modern data stack tools 5. Understanding of version control systems ...",https://jobright.ai/jobs/info/6902389b98707b2b0fe6d3f7?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Quantitative Developer – SMA & Muni,PIMCO,"San Diego, CA",,$165K-$180K /yr,2025-12-07,,,,"1. Graduate degree (M.S.) in Financial Engineering, Mathematics, Computer Science, or a related STEM field. 2. 0-2 years of relevant experience in the areas listed below 3. Demonstrated ability to work independently with a strong sense of ownership, consistently driving projects to completion in a fast-paced environment. 4. Proficient in a modern analytical programming language (e.g., Python, R, MATLAB) and comfortable turning research code into production workflows. 5. Exceptional interpersonal",https://jobright.ai/jobs/info/69354a57f131d96e4846dcd0?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,"Software Engineer, Data - Top Secret Clearance","Advanced Materials
Aerospace",SpaceX,,$15K-$145K /yr,2025-12-07,,,,"1. Bachelor's degree in computer science, math, or an engineering discipline 2. 1+ years of experience in software development, developing applications in languages such as Python, C++, or Java 3. Experience with high throughput data pipelines 4. This position requires successfully obtaining and maintaining a Top Secret Security Clearance as a condition of employment 5. Willing to work extended hours and weekends when needed",https://jobright.ai/jobs/info/68e0d48b1852e62f007ef8fd?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Data Engineering Analyst - Portfolio Analytics & Reporting,StepStone Group,Hybrid,,$72K-$76K /yr,2025-12-07,,,,"1. Bachelor's degree in Computer Science, Information Systems, or a related quantitative field. 2. 1-3 years of experience in data analysis or a junior data engineering role. 3. Strong SQL skills; Experience working with Snowflake is preferred. 4. Scripting ability (Python or similar) for automation and troubleshooting. 5. Familiarity with modern data tools (Snowflake, dbt, Airflow, Airbyte) or a strong willingness to learn. ...",https://jobright.ai/jobs/info/69193b6ebcdbf3560c9d474d?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Database Engineer - Entry Level,Boeing,"Aerospace
Industrial",,$70000-$90000 /yr,2025-12-07,,,Yes,"1. Bachelor’s degree in a technical discipline from an accredited college or university is required 2. Five (5) years of additional DBE experience may be substituted for a Bachelor’s degree 3. Active TS/SCI with Polygraph Clearance 4. Experience supporting the database design, development, implementation, information storage and retrieval, data flow and analysis activities 5. Knowledge of the analysis and evaluation of system improvements, optimization, development and/or maintenance efforts ...",https://jobright.ai/jobs/info/68fbf8b793c49825ab108261?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Data Engineer II,Grainger,Hybrid,,$60K-$101K /yr,2025-12-07,,,,"1. Bachelor's Degree or equivalent experience in Engineering or Computer Science or Information Technology, or a related technical discipline required 2. 1+ years of experience with Modern Data Engineering projects and practices required 3. 1+ years of experience deploying cloud native solutions required 4. 1+ years of experience with AWS, SQL, Python, Docker/Kubernetes, CI/CD, Git familiarity with: Snowflake, DBT, Airflow required 5. Experience with advanced analytics and machine learning ...",https://jobright.ai/jobs/info/691a9f14bcdbf3560c9d94b3?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Master Data Management Specialist,Giesecke+Devrient,Hybrid,,$82K-$88K /yr,2025-12-07,,,,"1. Bachelor’s Degree required. 2. 1+ years of Master Data management. 3. 1+ years of SAP experience would be a plus. 4. Strong Excel and database building/navigating skills. 5. Methodic, precise person. Able to manage large sets of data. ...",https://jobright.ai/jobs/info/68cd8c2eb2a74e1837ed8925?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Ai & Data Engineer,"Electrical Distribution
Energy",Fayetteville Public Works Commission,,$79165.72-$104300.84 /yr,2025-12-06,501-1000,,,"1. Proficiency in SQL, Python, and PySpark. 2. Experience with data pipeline development and AI/ML applications. 3. Knowledge of data warehousing, data lake architecture, and Oracle Fusion Analytics. 4. Familiarity with machine learning, AI, and Generative AI technologies. 5. Strong analytical, problem-solving, and communication skills. ...",https://jobright.ai/jobs/info/69348c2ba0dde7020e2f5c40?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Data Engineer Analyst,Lincoln Financial,Hybrid,,$69K-$125K /yr,2025-12-06,5001-10000,,,"1. 4 Year/Bachelor's degree or equivalent work experience (4 years of experience in lieu of Bachelor's) in Data Engineering (Minimum Required) 2. 1 - 3+ Years of data engineering experience, which can include internships while completing a degree. 3. Working knowledge of AWS services EKS, EC2, S3, Cloudwatch and others 4. Working knowledge of code based CICD ETL programs using Gitlab with AWS 5. Foundational knowledge of Dataiku or similar Data Science Modelling and Automation Platforms ...",https://jobright.ai/jobs/info/691ad5f2bcdbf3560c9dae92?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
